Date,Open,High,Low,Close,Volume,"Up","Down","RSI(14)"
08/30/2019,45.83,46.488,44.8426,45.122,46638875,46638875,,49.84507630842238
08/29/2019,43.8,44.68,43.6,44.342,25915520,25915520,,46.733386840380085
08/28/2019,42.738,43.45,42.462,43.118,16193125,16193125,,41.43929991693273
08/27/2019,43.148,43.76,42.406,42.816,27103635,27103635,,40.07475883322591
08/26/2019,42.72,43.004,42.308,43,25272070,25272070,,40.61011245457648
08/23/2019,43.994,44.234,42.2,42.28,42798520,42798520,,37.580257854540626
08/22/2019,44.56,45.08,43.644,44.43,32824820,32824820,,43.77223404061195
08/21/2019,44.402,44.644,43.52,44.166,38998720,38998720,,42.695675368320735
08/20/2019,45.524,45.818,44.908,45.172,20852635,20852635,,45.79842542925441
08/19/2019,44.842,45.566,44.34,45.366,26558740,26558740,,46.402264409987694
08/16/2019,43.332,44.448,43.204,43.988,26036880,26036880,,41.297315953326056
08/15/2019,44.172,44.312,42.31,43.128,41159760,41159760,,37.867855380333616
08/14/2019,46.242,46.3,43.338,43.924,47812955,47812955,,39.86975043064261
08/13/2019,45.762,47.2,45.51,47,24344990,24344990,,49.20347422619202
08/12/2019,46.598,47.154,45.75,45.802,23319685,23319685,,44.505068098353405
08/09/2019,47.2107,47.792,46.762,47.002,19491220,19491220,,48.69430014879499
08/08/2019,46.89,47.96,46.53,47.66,26371745,26371745,,51.14558073692781
08/07/2019,45.3,46.71376,45.16,46.684,23882500,23882500,,47.50588791173019
08/06/2019,46.376,46.5,45.15,46.15,27821000,27821000,,45.44081441828533
08/05/2019,45.92,46.27346,45.155,45.664,35141395,35141395,,43.56458040299035
08/02/2019,46.27,47.254,45.846,46.868,30682405,30682405,,47.306977447881124
08/01/2019,48.53,48.902,46.354,46.77,41297580,41297580,,46.9626169567223
07/31/2019,48.6,49.336,47.33002,48.322,45891040,45891040,,51.955770932042775
07/30/2019,46.58,48.672,46.436,48.452,40545070,40545070,,52.3890122128203
07/29/2019,45.418,47.188,45.2065,47.154,46366655,46366655,,48.39973091611054
07/26/2019,45.384,46.052,44.45,45.608,50138485,50138485,,43.129567074029254
07/25/2019,46.7,46.9,45.11002,45.764,112091260,112091260,,43.54629614495982
07/24/2019,51.834,53.214,51.63202,52.976,55364175,55364175,,74.41101967739849
07/23/2019,51.342,52.096,50.9,52.034,25115605,25115605,,72.00437582720464
07/22/2019,51.75,52.43098,50.83822,51.136,34231365,34231365,,69.46199721719648
07/19/2019,51.138,51.992,50.924,51.636,35242050,35242050,,72.88409009087825
07/18/2019,51.01,51.15,50.377,50.708,23822415,23822415,,70.36817351765345
07/17/2019,51.134,51.662,50.67,50.972,48823635,48823635,,72.13623261856776
07/16/2019,49.86,50.706,49.5865,50.476,40744945,40744945,,70.8588523079152
07/15/2019,49.6,50.884,48.972,50.7,55000460,55000460,,72.24780253359697
07/12/2019,47.95,49.076,47.942,49.016,46002605,46002605,,67.84827273619472
07/11/2019,47.628,48.3,47.16,47.72,37572150,37572150,,63.74047311441181
07/10/2019,46.83,47.788,46.628,47.784,45728680,45728680,,64.11610492309916
07/09/2019,45.794,46.2,45.456,46.012,30954175,30954175,,57.70843911253234
07/08/2019,46.248,46.45,45.732,46.068,29402710,29402710,,58.01243027673324
07/05/2019,46.914,47.09,46.16,46.62,35328690,35328690,,60.95123344150313
07/03/2019,47.878,48.314,46.902,46.98,71005740,71005740,,62.8802797080525
07/02/2019,45.778,45.83,44.444,44.91,46295135,46295135,,55.332170890472895
07/01/2019,46.042,46.6199,45.256,45.434,41189820,41189820,,58.10969818536127
06/28/2019,44.198,45.034,44.16,44.692,34256920,34256920,,55.149390080612925
06/27/2019,43.89,44.58,43.47,44.568,31698550,31698550,,54.65209547891319
06/26/2019,44.062,45.446,43.62,43.854,42536040,42536040,,51.794268637150076
06/25/2019,44.878,45.068,43.898,43.952,30910355,30910355,,52.213646879945976
06/24/2019,44.648,45.172,44.204,44.728,28753855,28753855,,55.518991298467114
06/21/2019,43.244,44.436,43.1,44.372,41010390,41010390,,54.286217360276765
06/20/2019,44.6,45.38,43.27,43.924,59317310,59317310,,52.7561977657004
06/19/2019,45.022,45.554,44.212,45.286,32875675,32875675,,58.261006404346496
06/18/2019,45.744,46.948,44.512,44.948,63578940,63578940,,57.23266860446634
06/17/2019,43.096,45.4,42.854,45.006,61584015,61584015,,57.45823412304435
06/14/2019,42.25,43.33,42.08,42.984,37167010,37167010,,51.23681838940075
06/13/2019,42.076,42.98,41.50206,42.782,40841300,40841300,,50.56618781692208
06/12/2019,44.59,44.676,41.8,41.852,75987720,75987720,,47.47818312936641
06/11/2019,43.8287,44.18,42.7,43.42,58267685,58267685,,52.62481173183702
06/10/2019,42.05,43.388,41.802,42.576,52925195,52925195,,49.910979593952284
06/07/2019,41,42.16876,40.6998,40.9,80017635,80017635,,43.995319065197236
06/06/2019,40.888,42.2,40.36,41.19,101210755,101210755,,44.84631356899972
06/05/2019,39.736,40.25564,38.36972,39.318,67553780,67553780,,37.612995169051175
06/04/2019,36.22,38.796,35.922,38.72,69037610,69037610,,35.087769316780005
06/03/2019,37.102,37.336,35.39836,35.794,65322050,65322050,,20.459916249977542
05/31/2019,37.02,37.98408,36.82,37.032,52033660,52033660,,22.447290317319215
05/30/2019,37.75,38.451,37.404,37.644,39632375,39632375,,23.49488979505979
05/29/2019,37.42,38.47798,37.00802,37.972,59843190,59843190,,24.053550702527403
05/28/2019,38.24,39,37.57,37.74,51564505,51564505,,22.848659581937177
05/24/2019,39.966,39.996,37.75008,38.126,70682860,70682860,,23.42276700793868
05/23/2019,38.868,39.893,37.244,39.098,132735710,132735710,,24.88481321831375
05/22/2019,39.82,40.788,38.356,38.546,93425935,93425935,,22.32814296078934
05/21/2019,39.552,41.48,39.208,41.016,90019495,90019495,,26.005988895275856
05/20/2019,40.56,41.2,39.05,41.072,102630975,102630975,,26.096484884556826
05/17/2019,44.392,44.448,41.78398,42.206,88933330,88933330,,27.92360810809956
05/16/2019,45.898,46.2,45.3,45.666,37416365,37416365,,34.83330244622549
05/15/2019,45.864,46.488,45.05,46.39,36479880,36479880,,36.592681092358895
05/14/2019,45.86,46.9,45.6,46.462,36262060,36262060,,36.76415518102081
05/13/2019,46.402,46.494,44.9,45.402,54173980,54173980,,32.43594156503171
05/10/2019,47.95,48.398,47.204,47.904,35041680,35041680,,38.16071993638883
05/09/2019,48.4,48.736,47.38868,48.396,33556910,33556910,,39.4314945218717
05/08/2019,49.388,50.1198,48.84,48.968,30882200,30882200,,40.901916065375396
05/07/2019,51.36,51.442,49.02,49.412,50657040,50657040,,42.03165305272999
05/06/2019,50.004,51.66998,49.7,51.068,54169715,54169715,,46.477665559524674
05/03/2019,48.772,51.322,48.698,51.006,118533855,118533855,,46.28011605311785
05/02/2019,49.104,49.426,47.544,48.82,90796695,90796695,,38.89627435578724
05/01/2019,47.77,48,46.3,46.802,53521770,53521770,,30.735223810794192
04/30/2019,48.412,48.842,47.4,47.738,47323140,47323140,,32.61114426015512
04/29/2019,47.172,48.796,46.434,48.294,83572380,83572380,,33.747282301640205
04/26/2019,49.3,49.336,46.226,47.028,111803545,111803545,,28.478949789704323
04/25/2019,51,51.8,49.214,49.526,109246965,109246965,,33.33579603566909
04/24/2019,52.77,53.064,51.6,51.732,53637270,53637270,,38.75574019097904
04/23/2019,52.03,53.12,51.15,52.78,54719295,54719295,,41.75016393508698
04/22/2019,53.8,53.936,52.496,52.55,60735705,60735705,,40.81831302747462
04/18/2019,54.246,54.96798,53.95,54.652,29381625,29381625,,47.23029983350667
04/17/2019,54.95,54.958,53.707,54.246,25632340,25632340,,45.7004730765227
04/16/2019,53.15,55,52.944,54.672,36364650,36364650,,47.02884856705198
04/15/2019,53.726,53.776,51.726,53.276,50192895,50192895,,41.889008838114336
04/12/2019,54.044,54.39,53.366,53.54,33729870,33729870,,42.61512781025639
04/11/2019,53.66,54.1,53.12,53.684,49179635,49179635,,42.99259152198425
04/10/2019,55.348,55.676,54.5785,55.212,35306570,35306570,,47.10353069631597
04/09/2019,54.33,55,53.922,54.462,29520155,29520155,,44.69318519124439
04/08/2019,55.538,56.232,54.088,54.64,52052180,52052180,,45.146553619473586
04/05/2019,53.972,55.22,53.222,54.992,65191285,65191285,,46.00347018241472
04/04/2019,52.378,54.24,52.11798,53.55598,118603645,118603645,,41.82016486906857
04/03/2019,57.464,59.234,57.434,58.362,39649320,39649320,,55.082007657236744
04/02/2019,57.66,57.888,56.776,57.176,27394700,27394700,,51.5622170907569
04/01/2019,56.524,57.84,56.2562,57.836,40552195,40552195,,53.738193131824886
03/29/2019,55.74,56.032,54.9,55.972,29956690,29956690,,47.98113391808925
03/28/2019,55.432,56.066,55.02,55.724,33870465,33870465,,47.16888532360184
03/27/2019,53.75,55.074,53.63676,54.966,43895830,43895830,,44.719052749143735
03/26/2019,52.888,54.052,52.886,53.554,36754740,36754740,,39.89830799429847
03/25/2019,51.942,52.636,50.892,52.084,51075145,51075145,,34.36517724704793
03/22/2019,54.516,54.56,52.8,52.90598,43728045,43728045,,36.09035821856303
03/21/2019,54.52,55.29,53.69,54.804,29735490,29735490,,40.443689179244345
03/20/2019,53.938,54.994,53.26,54.72,34541120,34541120,,40.14699414549132
03/19/2019,53.5,54.66,52.692,53.494,59003150,59003150,,35.81334515230278
03/18/2019,55.2,55.61,53.46,53.898,51404900,51404900,,36.62477111115713
03/15/2019,56.702,56.74488,54.88,55.086,73927655,73927655,,39.04003506791476
03/14/2019,58.49,59.078,57.658,57.992,35517235,35517235,,45.91813362627027
03/13/2019,56.78,58.398,56.54,57.792,34223595,34223595,,45.30228054693108
03/12/2019,57.298,57.614,56.212,56.672,37520685,37520685,,41.85951506512018
03/11/2019,56.704,58.25598,56.1,58.184,36961390,36961390,,45.44522866739492
03/08/2019,55.382,57.11798,55.178,56.828,44098125,44098125,,41.254607205250124
03/07/2019,55.76798,56.94,54.85,55.31798,47212415,47212415,,36.18585608991944
03/06/2019,55.296,56.30116,54.878,55.248,51677425,51677425,,35.948026313858236
03/05/2019,56.4,56.8,54.02,55.308,93823700,93823700,,36.05500752220478
03/04/2019,59.624,59.8,56.55598,57.072,85484090,85484090,,39.24331966403262
03/01/2019,61.388,61.426,58.38,58.958,114556875,114556875,,43.02013199494531
02/28/2019,63.784,64,62.162,63.976,52603265,52603265,,56.44011000024952
02/27/2019,60.35598,63.259,60.11,62.948,55919540,55919540,,53.69213620457353
02/26/2019,58.444,60.402,57.75402,59.572,42912675,42912675,,42.66161892671278
02/25/2019,59.582,60.58088,59.4001,59.754,33132610,33132610,,43.176459092583116
02/22/2019,58.898,59.3,58.42,58.942,28702790,28702790,,40.185999798401184
02/21/2019,60.362,60.64798,58.1,58.246,44545910,44545910,,37.571044946551844
02/20/2019,60.882,61.26,59.8,60.512,35710585,35710585,,43.29300863951708
02/19/2019,61.312,62.308840000000004,61.094,61.128,20842215,20842215,,45.02390517259611
02/15/2019,60.9,61.6,60.78,61.576,19524735,19524735,,46.2732903238603
02/14/2019,60.676,61.354,60.2,60.754,26004160,26004160,,43.60712848136609
02/13/2019,62.47,62.55,61.114,61.634,25708085,25708085,,45.86995220393561
02/12/2019,63.24,63.638,61.924,62.362,27587850,27587850,,47.77432430638955
02/11/2019,62.32,63.72,62.1,62.56798,35648565,35648565,,48.301178255027025
02/08/2019,61.366,61.489,59.7,61.16,29221060,29221060,,44.41001943840991
02/07/2019,62.66,62.94,60.6,61.502,32603055,32603055,,45.17695738563267
02/06/2019,63.91798,64.848,63.1248,63.444,25192730,25192730,,49.70278976825397
02/05/2019,62.498,64.488,62.44988,64.27,33713825,33713825,,51.75037076939726
02/04/2019,62.596,63.06,60.376,62.578,36760410,36760410,,47.648058195433805
02/01/2019,61.084,63.22,60.7,62.442,36417205,36417205,,47.313719863948286
01/31/2019,60.2,62.31272,58.8,61.404,62846225,62846225,,44.81602055956164
01/30/2019,60.09,61.8,59.698,61.754,56251590,56251590,,45.49125808760818
01/29/2019,59.054,59.71132,58.36,59.492,23108460,23108460,,40.07264333184755
01/28/2019,58.582,59.492,57.55,59.276,32116395,32116395,,39.539715043263115
01/25/2019,58.878,59.7039,57.91,59.408,36290390,36290390,,39.74025912184624
01/24/2019,56.60598,58.736,55.85662,58.302,40060775,40060775,,37.2646317722107
01/23/2019,58.5,58.9,56.338,57.51798,62649965,62649965,,35.520963428622146
01/22/2019,60.964,61.6,59.1,59.784,60333705,60333705,,38.38419007083196
01/18/2019,64.6,65.42594,59.94602,60.452,120753815,120753815,,39.25023677104167
01/17/2019,69.242,70.3,68.83,69.462,18383665,18383665,,54.71081633799643
01/16/2019,68.95598,70.4,68.7,69.21,23458695,23458695,,54.24272053093808
01/15/2019,67,69.76,66.9,68.886,30282950,30282950,,53.6710410749772
01/14/2019,68.476,68.5,66.8,66.88,26236420,26236420,,50.08580554203499
01/11/2019,68.41798,69.682,67.754,69.452,25195260,25195260,,55.168727863715425
01/10/2019,66.88,69.078,66.358,68.994,30281770,30281770,,54.40359072351162
01/09/2019,67.1,68.7005,66.294,67.70598,27164725,27164725,,52.276618211839875
01/08/2019,68.392,68.802,65.404,67.07,35042580,35042580,,51.233609307675685
01/07/2019,64.344,67.348,63.55016,66.992,37756125,37756125,,51.11192735178932
01/04/2019,61.2,63.6,60.546,63.538,36970580,36970580,,45.522521958649484
01/03/2019,61.4,61.88,59.476,60.072,34825920,34825920,,39.026870368796885
01/02/2019,61.22,63.026,59.76,62.024,58293240,58293240,,41.6222306322148
12/31/2018,67.558,67.842,65.052,66.56,31511690,31511690,,48.59553913502836
12/28/2018,64.62,67.248,63.682,66.774,49694960,49694960,,48.954845787909235
12/27/2018,63.96798,64.43434,60.3,63.226,42875665,42875665,,42.39805789672524
12/26/2018,60,65.394,58.81798,65.21798,40815690,40815690,,45.44105620517269
12/24/2018,62.7,62.9,59.039,59.078,27799565,27799565,,31.335700578098646
12/21/2018,63.48,64.694,62.488,63.954,40084005,40084005,,38.71697939239482
12/20/2018,65.4107,66.058,62.3738,63.076,45359290,45359290,,36.20434416938221
12/19/2018,67.52,69.402,65.948,66.594,41370905,41370905,,42.72139912985682
12/18/2018,70.108,70.31,66.738,67.40598,35499995,35499995,,44.43570202394129
12/17/2018,72.4,73.14,68.776,69.684,38370040,38370040,,49.62315243886325
12/14/2018,75,75.574,72.866,73.142,31687775,31687775,,59.3970979105814
12/13/2018,74.03,75.488,73.35,75.358,36829270,36829270,,67.28299201705816
12/12/2018,73.884,74.382,73.032,73.32,25135240,25135240,,63.09918750809861
12/11/2018,73.982,74.43378,72.046,73.352,31543845,31543845,,63.21705476528844
12/10/2018,72,73.196,70.624,73.03,33067275,33067275,,62.56364721033765
12/07/2018,73.8,75.898,71.53,71.593,57555885,57555885,,59.58886694573644
12/06/2018,71.202,73.476,70.152,72.612,39212540,39212540,,62.87889014486928
12/04/2018,71.21,73.736,70.4,71.94,42309725,42309725,,61.579909679852086
12/03/2018,72,73.2,70.4,71.698,41532555,41532555,,61.12501239926108
11/30/2018,68.366,70.32,67.65296,70.096,28144475,28144475,,58.073569020307744
11/29/2018,69.4,69.5,67.91,68.234,15403620,15403620,,54.19296122966794
11/28/2018,69.198,69.656,68.442,69.574,20637890,20637890,,57.76588479050096
11/27/2018,68.01,69.392,67.1,68.784,31791500,31791500,,56.18446726085408
11/26/2018,65,69.244,65,69.2,39960705,39960705,,57.23233426074794
11/23/2018,66.869,67.5,65.11,65.166,21013210,21013210,,48.60041454276812
11/21/2018,70.4,70.62,67.4799,67.638,23434040,23434040,,54.90623168614348
11/20/2018,68.35,69.96,66.71,69.498,40023545,40023545,,60.37983216969741
11/19/2018,71.268,73.35,70.576,70.694,48544355,48544355,,64.20128711732418
11/16/2018,69.038,71.14,69.02402,70.862,36030955,36030955,,64.7356965143826
11/15/2018,68.466,69.716,67.808,69.688,23128595,23128595,,62.722181009349534
11/14/2018,68.54,69.422,67.43,68.8,25201435,25201435,,61.16476068074472
11/13/2018,66.632,68.94,66.44,67.746,27242985,27242985,,59.290210085279384
11/12/2018,69.674,69.956,66.068,66.256,34707615,34707615,,56.53623843842027
11/09/2018,69.8,70.8,69.046,70.102,25494230,25494230,,67.47721480652092
11/08/2018,69.7,71.5151,69.688,70.28,35453370,35453370,,68.04311441395302
11/07/2018,68.668,70.236,68.16,69.632,36872610,36872610,,67.11070394137421
11/06/2018,67.814,69.76,67.218,68.212,33814445,33814445,,65.03479942381567
11/05/2018,68.1,68.791,66.028,68.28,39155240,39155240,,65.21784326185232
11/02/2018,68.748,69.84,68.182,69.282,39039855,39039855,,67.83003764837558
11/01/2018,67.652,69.568,66.945,68.856,40000660,40000660,,67.31318244561892
10/31/2018,66.508,68.4,65.82,67.464,38121740,38121740,,65.63808266732009
10/30/2018,65.678,67.57998,64.452,65.98,45633520,45633520,,63.80168657234111
10/29/2018,67.494,69.432,65.3,66.97,72430135,72430135,,65.9862207188716
10/26/2018,61.65,67.98,61.33,66.18,137127600,137127600,,65.10080066306361
10/25/2018,63.444,64.2,60.202,62.972,104203620,104203620,,61.30239700436613
10/24/2018,60.21,60.888,57.146,57.7,100291290,100291290,,53.59502004889809
10/23/2018,52.774,59.586,52.42,58.828,95138765,95138765,,55.80317983834805
10/22/2018,52.136,52.372,50.518,52.19,28001300,28001300,,42.96166095096079
10/19/2018,53.478,53.932,50.7,52,46877745,46877745,,42.517755211775864
10/18/2018,53.858,54.2,52.6,52.782,27105920,27105920,,43.82115046026315
10/17/2018,56.48,56.54,53.16064,54.356,43277710,43277710,,46.48449410921461
10/16/2018,53.14,55.475,52.448,55.318,47632005,47632005,,48.14515786515396
10/15/2018,51.812,52.656,50.90734,51.918,30999825,30999825,,41.25797393160804
10/12/2018,52.2,52.398,50.402,51.756,36007020,36007020,,40.910747903546955
10/11/2018,51.506,52.45,49.806,50.446,40838690,40838690,,38.16626566693242
10/10/2018,52.922,53.102,49.554,51.376,64076390,64076390,,39.37175586698886
10/09/2018,51.05,53.354,50.66,52.56,60302870,60302870,,40.89889884994006
10/08/2018,52.904,53.55198,49.8,50.112,67363265,67363265,,36.14364069174291
10/05/2018,54.93,54.976,52,52.39,89722685,89722685,,38.84425755177346
10/04/2018,58.79,58.8,55.534,56.366,49071060,49071060,,44.19637592182813
10/03/2018,60.666,60.92,58.314,58.96,39974940,39974940,,48.22149232243988
10/02/2018,62.79,63.368,59.83,60.204,58717555,58717555,,50.259841708339636
10/01/2018,61.154,62.288,60.21,62.14,108887985,108887985,,53.52973325772662
09/28/2018,54.052,55.6,52.111,52.954,168248470,168248470,,34.85648774309896
09/27/2018,62.58,62.992,61.382,61.504,42545420,42545420,,53.40319865645861
09/26/2018,60.382,62.778,60.22186,61.916,39216080,39216080,,54.7056511401787
09/25/2018,60,60.92,59.3,60.198,22408645,22408645,,49.98218755467138
09/24/2018,59.696,60.59986,58.716,59.936,24214805,24214805,,49.23247288499066
09/21/2018,59.54,60.116,59.074,59.82,25252390,25252390,,48.9176879969142
09/20/2018,60.712,61.196,58.666,59.666,36747110,36747110,,48.52422051541381
09/19/2018,56.102,60,56.1,59.804,41474585,41474585,,48.837233995507155
09/18/2018,59.338,60.528,55.1,56.992,82737610,82737610,,41.724398121504954
09/17/2018,58.008,60.174,57.626,58.968,34437885,34437885,,45.88700529127783
09/14/2018,57.752,59.46512,57.304,59.04,33828060,33828060,,46.04242080555218
09/13/2018,57.604,59,57.036,57.892,31701680,31701680,,43.193865882356334
09/12/2018,56.288,58.5,55.72926,58.108,50077135,50077135,,43.59597667712006
09/11/2018,55.894,56.4,54.71,55.888,45849945,45849945,,38.096054748138684
09/10/2018,54.652,57.206,54.2,57.1,71417640,71417640,,40.077163802600346
09/07/2018,52.02,53.67,50.45096,52.648,112459655,112459655,,27.156420014434836
09/06/2018,56.96,58.234,55.776,56.19,37403800,37403800,,32.30198521863079
09/05/2018,57.01,57.356,55.436,56.148,38604105,38604105,,32.16045161414341
09/04/2018,59.388,59.638,57.6,57.79,41752345,41752345,,34.80179231663437
08/31/2018,60.4,61.06164,59.72,60.332,26875520,26875520,,39.460708212942755
08/30/2018,60.452,60.92,59.544,60.63,36083530,36083530,,40.04426022249755
08/29/2018,62.054,62.37,60.738,61.002,37236960,37236960,,40.742663228819765
08/28/2018,63.682,63.776,62.238,62.372,38245455,38245455,,43.32679928883819
08/27/2018,63.6,64.487,61.762,63.854,65396440,65396440,,46.27498764665855
08/24/2018,64.14,64.77,63.88,64.564,18012820,18012820,,47.71949556020883
08/23/2018,63.828,65.464,63.62,64.02,25736430,25736430,,46.53202397525821
08/22/2018,64.174,64.776,62.934,64.328,29729775,29729775,,47.09439090598206
08/21/2018,62.122,64.958,61.8,64.38,65861150,65861150,,47.183789067777134
08/20/2018,58.3407,61.7,57.64,61.688,87011675,87011675,,41.88019089488809
08/17/2018,64.7,65.354,60.706,61.1,94793060,94793060,,40.671871896584676
08/16/2018,67.982,68.456,66.764,67.09,30320165,30320165,,50.62864304524006
08/15/2018,68.38118,68.898,66.428,67.738,45506290,45506290,,51.9050750580369
08/14/2018,71.69,71.8399,69.42,69.528,34932135,34932135,,55.49379146112117
08/13/2018,72.226,72.638,69.804,71.282,52319405,52319405,,59.219289906584926
08/10/2018,70.8,72,69.2,71.098,57760220,57760220,,58.950849608672826
08/09/2018,73.11,73.402,69.146,70.49,85919055,85919055,,58.104675843333865
08/08/2018,73.818,76.528,73.424,74.068,122855815,122855815,,65.48067014662614
08/07/2018,68.768,77.492,67.83002,75.914,154378840,154378840,,69.72079346903892
08/06/2018,69.092,70.996,68.364,68.398,42821655,42821655,,59.90498294553228
08/03/2018,69.562,71,68.506,69.634,68282430,68282430,,63.02488344338999
08/02/2018,65.688,69.998,64.632,69.908,116074810,116074810,,63.7078797495249
08/01/2018,59.598,60.6,58.6,60.168,50647150,50647150,,43.49581871533953
07/31/2018,58.45,59.664,57.814,59.628,25384580,25384580,,41.827946498824744
07/30/2018,59.18,59.22,57.226,58.034,34070360,34070360,,36.70703202138612
07/27/2018,61.45,61.53866,59.06808,59.436,28516630,28516630,,39.55058308658443
07/26/2018,60.97,62.14,60.72822,61.33,23152610,23152610,,43.80763391976692
07/25/2018,59.348,61.924,58.9005,61.748,35470900,35470900,,44.79574165836727
07/24/2018,60.88418,61.54342,58.50904,59.486,47953920,47953920,,37.73903643170448
07/23/2018,60.368,61.1,58.57202,60.64,54964735,54964735,,40.17167663473585
07/20/2018,64.246,64.648,62.34186,62.716,25832735,25832735,,45.01922241061171
07/19/2018,63.266,64.708,62.802,64.046,29576725,29576725,,48.50092430996579
07/18/2018,65,65.1,63.25,64.77,28121055,28121055,,50.47409368514312
07/17/2018,61.762,64.948,61.7,64.538,34981160,34981160,,49.867216367331174
07/16/2018,62.342,63.032,61.25,62.02,39093275,39093275,,42.80372762550372
07/13/2018,63.116,63.91698,61.85,63.774,29378850,29378850,,47.09581913293117
07/12/2018,64.286,64.646,62.554,63.342,28605830,28605830,,45.85410275356615
07/11/2018,63.16,64.388,63.014,63.792,24420380,24420380,,46.91929495073314
07/10/2018,64.912,65.53542,63.84,64.494,47357490,47357490,,48.553124998838825
07/09/2018,62.398,63.704,61.6,63.702,37983765,37983765,,46.60526740160843
07/06/2018,60.9909,62.414,60.4,61.78,44327255,44327255,,41.6247999786224
07/05/2018,62.752,62.878,59.244,61.832,87381870,87381870,,41.722570520491736
07/03/2018,66.35,66.498,61.938,62.172,61413190,61413190,,42.32617968348429
07/02/2018,72.014,72.956,65.97,67.014,93798825,93798825,,52.33942620345423
06/29/2018,70.666,70.772,68.482,68.59,32461980,32461980,,56.369937423459035
06/28/2018,69.732,71.404,69.222,69.986,41990025,41990025,,60.18183408004016
06/27/2018,69,70.158,67.9,68.9,41668635,41668635,,58.136873459038796
06/26/2018,67.2108,68.71,65.1598,68.4,37262435,37262435,,57.197079618151605
06/25/2018,66.024,67.694,65.5,66.602,34656520,34656520,,53.72851861167119
06/22/2018,70.308,70.45,66.4,66.726,51330295,51330295,,54.00879579521477
06/21/2018,72.4,73.24278,69.254,69.502,39835725,39835725,,60.57796844582979
06/20/2018,71.608,72.876,70.4,72.444,41918280,41918280,,68.81493729750323
06/19/2018,73.032,74,69.25,70.51,63809515,63809515,,65.99227149356354
06/18/2018,71.08,74.746,70.9,74.166,60366130,60366130,,78.45791275324476
06/15/2018,70.768,72.934,70.25,71.634,54241270,54241270,,75.47919696817253
06/14/2018,69.526,71.75,69.32,71.544,54905115,54905115,,75.3667735695677
06/13/2018,69.3412,69.44,67.96,68.956,47349020,47349020,,71.93044549394165
06/12/2018,68.94,70.994,67.6,68.554,111737015,111737015,,71.35405938390124
06/11/2018,64.502,66.932,64.5,66.42,65917365,65917365,,68.12801136859929
06/08/2018,63.8,64.896,63.43,63.532,41026010,41026010,,62.8738170485811
06/07/2018,63.23,66,62.716,63.218,71726355,71726355,,62.245449058113856
06/06/2018,60.1,64.434,59.496,63.9,93836345,93836345,,64.44530939443798
06/05/2018,59.54,59.56,57.348,58.226,29975785,29975785,,51.09205201003634
06/04/2018,58.868,59.8,58.7096,59.348,23989050,23989050,,54.87643468850909
06/01/2018,57.172,58.39,56.7678,58.364,27121930,27121930,,51.97987455663594
05/31/2018,57.442,58.074,56.586,56.946,29598605,29598605,,47.46751684092576
05/30/2018,56.658,59.001,56.32,58.344,37448430,37448430,,51.93526674761457
05/29/2018,55.702,57.3,55.23,56.752,28333200,28333200,,46.62275770422686
05/25/2018,55.52504,55.928,55.122,55.77,19375410,19375410,,43.01517668754634
05/24/2018,55.68,56.222,54.978,55.57,20883540,20883540,,42.27737463229829
05/23/2018,55.552,55.98198,54.8,55.814,29925265,29925265,,42.90670834961718
05/22/2018,57.5524,57.6,54.6844,55.002,44728780,44728780,,40.153804412022275
05/21/2018,56.266,58.298,56.26,56.898,45912855,45912855,,44.84179322439459
05/18/2018,56.93,56.93,54.8,55.364,36259435,36259435,,39.53856039826286
05/17/2018,57.18,57.83746,56.794,56.908,22103060,22103060,,43.44229781371778
05/16/2018,56.766,57.762,56.312,57.296,28370095,28370095,,44.46675769265335
05/15/2018,57.002,57.392,56.1,56.836,47595865,47595865,,42.986626091035156
05/14/2018,60.664,60.988,58.324,58.394,36434020,36434020,,46.91965411448141
05/11/2018,61.54,61.776,59.816,60.212,23398245,23398245,,52.08300258925882
05/10/2018,61.49994,62.598,60.82238,61.004,28257805,28257805,,54.50959134124638
05/09/2018,60.082,61.402,60.01,61.37,28636825,28636825,,55.621617494504335
05/08/2018,60.15906,61.55,59.8,60.394,29650000,29650000,,53.26054244469762
05/07/2018,59.5,61.19176,59.034,60.554,43391120,43391120,,53.695413997962795
05/04/2018,56.6,59.372,55.904,58.818,42846770,42846770,,49.54486191236202
05/03/2018,55.758,57.608,55.046,56.89,86760650,86760650,,44.40579839332761
05/02/2018,59.714,61.37,59.55688,60.23,44851850,44851850,,53.10714084357875
05/01/2018,58.702,60.164,58.644,59.984,23128015,23128015,,52.47017409925078
04/30/2018,58.722,59.746,58.5,58.78,21140860,21140860,,49.34296816812981
04/27/2018,57.074,58.894,56.766,58.815,21823130,21823130,,49.43075803738587
04/26/2018,55.75,57.158,55.3,57.096,21780065,21780065,,44.965155963292105
04/25/2018,56.7,57.032,55.45,56.138,20067870,20067870,,42.329731965786266
04/24/2018,57,57.418,55.692,56.692,28426540,28426540,,43.446933326224496
04/23/2018,58.258,58.324,56.466,56.674,24466890,24466890,,43.40186555190769
04/20/2018,59.034,59.996,57.95,58.048,28139640,28139640,,46.00022640262817
04/19/2018,58.216,60.202,57.71,60.016,30452995,30452995,,49.97982705960934
04/18/2018,58.216,60.048,57.632,58.67,32788500,32788500,,47.071775283953585
04/17/2018,57.774,58.434,56.502,57.538,35000115,35000115,,44.55444400566771
