Date,Open,High,Low,Close,Volume
08/26/2016,26.8525,26.9875,26.5775,26.735,111065164
08/25/2016,26.8475,26.97,26.67,26.8925,100344992
08/24/2016,27.14125,27.1875,26.92,27.0075,94700324
08/23/2016,27.1475,27.33,27.1325,27.2125,85030676
08/22/2016,27.215,27.275,26.9625,27.1275,103280920
08/19/2016,27.1925,27.4225,27.09,27.34,101472288
08/18/2016,27.3075,27.4,27.255,27.27,87938812
08/17/2016,27.275,27.3425,27.085,27.305,101423904
08/16/2016,27.4075,27.5575,27.3025,27.345,135177792
08/15/2016,27.035,27.385,27.02,27.37,103472836
08/12/2016,26.945,27.11,26.945,27.045,74641736
08/11/2016,27.13,27.2325,26.9625,26.9825,109938024
08/10/2016,27.1775,27.225,26.94,27,96034020
08/09/2016,27.0575,27.235,27.0025,27.2025,105260816
08/08/2016,26.88,27.0925,26.79,27.0925,112148880
08/05/2016,26.5675,26.9125,26.545,26.87,162213608
08/04/2016,26.395,26.5,26.32,26.4675,109634600
08/03/2016,26.2025,26.46,26.1925,26.4475,120810564
08/02/2016,26.5125,26.5175,26,26.12,135266224
08/01/2016,26.1025,26.5375,26.1025,26.5125,152671484
07/29/2016,26.0475,26.1375,25.92,26.0525,110934752
07/28/2016,25.7075,26.1125,25.705,26.085,159479356
07/27/2016,26.06625,26.0875,25.6875,25.7375,369379280
07/26/2016,24.205,24.4925,24.105,24.1675,224959288
07/25/2016,24.5625,24.71,24.23,24.335,161531684
07/22/2016,24.815,24.825,24.5775,24.665,113254676
07/21/2016,24.9575,25.25,24.7825,24.8575,130808112
07/20/2016,25,25.115,24.93375,24.99,105103872
07/19/2016,24.89,25,24.835,24.9675,95119696
07/18/2016,24.675,25.0325,24.65,24.9575,145975468
07/15/2016,24.73,24.825,24.625,24.695,120547960
07/14/2016,24.3475,24.7475,24.33,24.6975,155675988
07/13/2016,24.3525,24.4175,24.21,24.2175,103568684
07/12/2016,24.2925,24.425,24.28,24.355,96669852
07/11/2016,24.1875,24.4125,24.1825,24.245,95179780
07/08/2016,24.1225,24.2225,24.0125,24.17,115648412
07/07/2016,23.925,24.125,23.905,23.985,100558232
07/06/2016,23.65,23.915,23.5925,23.8825,123796360
07/05/2016,23.8475,23.85,23.615,23.7475,110820840
07/01/2016,23.8725,24.11625,23.8325,23.9725,104106160
06/30/2016,23.61,23.9425,23.575,23.9,143345424
06/29/2016,23.4925,23.6375,23.4075,23.6,146124024
06/28/2016,23.225,23.415,23.035,23.3975,161779656
06/27/2016,23.25,23.2625,22.875,23.01,186488752
06/24/2016,23.2275,23.66375,23.1625,23.35,301245424
06/23/2016,23.985,24.0725,23.8125,24.025,128960748
06/22/2016,24.0625,24.2225,23.8375,23.8875,116876488
06/21/2016,23.735,24.0875,23.669,23.9775,142185432
06/20/2016,24,24.1425,23.7575,23.775,137647604
06/17/2016,24.155,24.1625,23.825,23.8325,244032876
06/16/2016,24.1125,24.4375,24.0175,24.3875,125307260
06/15/2016,24.455,24.6025,24.2575,24.285,117780908
06/14/2016,24.33,24.61875,24.1875,24.365,127727776
06/13/2016,24.6725,24.78,24.275,24.335,152081976
06/10/2016,24.6325,24.836425,24.62,24.7075,126851744
06/09/2016,24.625,24.9975,24.615,24.9125,106405416
06/08/2016,24.755,24.89,24.67,24.735,83392524
06/07/2016,24.8125,24.9675,24.74,24.7575,89637800
06/06/2016,24.4975,25.4725,24.3875,24.6575,93170016
06/03/2016,24.4475,24.5675,24.3625,24.48,114019552
06/02/2016,24.4,24.46,24.1575,24.43,160766400
06/01/2016,24.755,24.885,24.5825,24.615,116693140
05/31/2016,24.9,25.1,24.705,24.965,169228848
05/27/2016,24.86,25.1175,24.81125,25.0875,145364960
05/26/2016,24.92,25.1825,24.66,25.1025,225324636
05/25/2016,24.6675,24.935,24.5275,24.905,154568432
05/24/2016,24.305,24.5225,24.21,24.475,140560696
05/23/2016,23.9675,24.2975,23.9175,24.1075,152074572
05/20/2016,23.66,23.8575,23.63,23.805,128103872
05/19/2016,23.66,23.66,23.3925,23.55,121768400
05/18/2016,23.54,23.8025,23.4725,23.64,168249564
05/17/2016,23.6375,23.675,23.2525,23.3725,187667756
05/16/2016,23.0975,23.5975,22.9125,23.47,245039024
05/13/2016,22.5,22.9175,22.5,22.63,177571060
05/12/2016,23.18,23.195,22.3675,22.585,305258760
05/11/2016,23.37,23.3925,23.115,23.1275,114876436
05/10/2016,23.3325,23.3925,23.0275,23.355,134747344
05/09/2016,23.25,23.4425,23.1475,23.1975,131745744
05/06/2016,23.3425,23.3625,22.9625,23.18,174799544
05/05/2016,23.5,23.5175,23.17,23.31,143562000
05/04/2016,23.8,23.975,23.455,23.5475,164101900
05/03/2016,23.55,23.935,23.42,23.795,227325108
05/02/2016,23.49125,23.52,23.1,23.41,192640416
04/29/2016,23.4975,23.68,23.1275,23.435,274125912
04/28/2016,24.4025,24.47,23.5625,23.7075,328970760
04/27/2016,24,24.6775,23.92,24.455,458408568
04/26/2016,25.9775,26.325,25.9775,26.0875,224064660
04/25/2016,26.25,26.4125,26.1275,26.27,112126352
04/22/2016,26.2525,26.62,26.155,26.42,134732484
04/21/2016,26.7325,26.7325,26.38,26.4925,126210100
04/20/2016,26.66,27.0225,26.515,26.7825,122444120
04/19/2016,26.97,27,26.5575,26.7275,129539516
04/18/2016,27.2225,27.2375,26.735,26.87,243285844
04/15/2016,28.0275,28.075,27.4325,27.4625,187755876
04/14/2016,27.905,28.0975,27.8325,28.025,101895692
04/13/2016,27.7,28.085,27.7,28.01,133029264
04/12/2016,27.335,27.625,27.165,27.61,108929300
04/11/2016,27.2425,27.6525,27.2075,27.255,117630072
04/08/2016,27.2275,27.4425,27.0425,27.165,94326960
04/07/2016,27.4875,27.605,27.03025,27.135,127207480
04/06/2016,27.5575,27.745,27.3,27.74,105616308
04/05/2016,27.3775,27.6825,27.355,27.4525,106314608
04/04/2016,27.605,28.0475,27.5675,27.78,149424816
04/01/2016,27.195,27.5,27.05,27.4975,103495800
03/31/2016,27.43,27.475,27.22,27.2475,103553796
03/30/2016,27.1625,27.605,27.15,27.39,182404596
03/29/2016,26.2225,26.9475,26.22,26.92,124760332
03/28/2016,26.5,26.5475,26.265,26.2975,77645488
03/24/2016,26.3675,26.5625,26.2225,26.4175,104531820
03/23/2016,26.62,26.7675,26.475,26.5325,102813980
03/22/2016,26.3125,26.8225,26.3025,26.68,129777500
03/21/2016,26.4825,26.9125,26.285025,26.4775,142010712
03/18/2016,26.585,26.625,26.2975,26.48,176820684
03/17/2016,26.38,26.6175,26.24,26.45,137682820
03/16/2016,26.1525,26.5775,26.1475,26.4925,153213972
03/15/2016,25.99,26.295,25.9625,26.145,160270936
03/14/2016,25.4775,25.7275,25.445,25.63,100304248
03/11/2016,25.56,25.57,25.375,25.565,109632948
03/10/2016,25.3525,25.56,25.0375,25.2925,134054308
03/09/2016,25.3275,25.395,25.0675,25.28,108806732
03/08/2016,25.195,25.44,25.1,25.2575,126247556
03/07/2016,25.5975,25.7075,25.24,25.4675,143663240
03/04/2016,25.5925,25.9375,25.3425,25.7525,184220400
03/03/2016,25.145,25.427475,25.1125,25.375,147822968
03/02/2016,25.1275,25.2225,24.91,25.1875,132678240
03/01/2016,24.4125,25.1925,24.355,25.1325,201628588
02/29/2016,24.215,24.5575,24.1625,24.1725,140518172
02/26/2016,24.3,24.505925,24.145,24.2275,115964524
02/25/2016,24.0125,24.19,23.8125,24.19,110330636
02/24/2016,23.495,24.095,23.33,24.025,145022980
02/23/2016,24.1,24.125,23.6375,23.6725,127770532
02/22/2016,24.0775,24.225,23.98,24.22,137123032
02/19/2016,24,24.189975,23.95,24.01,141496692
02/18/2016,24.71,24.7225,24.02275,24.065,156083932
02/17/2016,24.1675,24.5525,24.0375,24.53,179452972
02/16/2016,23.755,24.2125,23.6525,24.16,196231664
02/12/2016,23.5475,23.625,23.2525,23.4975,161405524
02/11/2016,23.4475,23.68,23.1475,23.425,200298844
02/10/2016,23.98,24.0875,23.525,23.5675,169374404
02/09/2016,23.5725,23.985,23.4825,23.7475,177324780
02/08/2016,23.2825,23.925,23.26,23.7525,216085500
02/05/2016,24.13,24.23,23.4225,23.505,185672256
02/04/2016,23.965,24.3325,23.7975,24.15,185886608
02/03/2016,23.75,24.21,23.52,24.0875,183857176
02/02/2016,23.855,24.01,23.57,23.62,149428860
02/01/2016,24.1175,24.1775,23.85,24.1075,163774164
01/29/2016,23.6975,24.335,23.5875,24.335,257666016
01/28/2016,23.4475,23.63,23.0975,23.5225,222715300
01/27/2016,24.01,24.157225,23.335,23.355,533478696
01/26/2016,24.9825,25.22,24.5175,24.9975,300308008
01/25/2016,25.38,25.3825,24.8025,24.86,207178100
01/22/2016,24.6575,25.365,24.5925,25.355,263201868
01/21/2016,24.265,24.47,23.735,24.075,208645852
01/20/2016,23.775,24.547425,23.355,24.1975,289337664
01/19/2016,24.6025,24.6625,23.875,24.165,212350988
01/15/2016,24.05,24.4275,23.84,24.2825,319335564
01/14/2016,24.49,25.12,23.935,24.88,252680508
01/13/2016,25.08,25.2975,24.325,24.3475,249758524
01/12/2016,25.1375,25.1725,24.709975,24.99,196616908
01/11/2016,24.7425,24.765,24.335,24.6325,198957508
01/08/2016,24.6375,24.7775,24.19,24.24,283192064
01/07/2016,24.67,25.0325,24.1075,24.1125,324377712
01/06/2016,25.14,25.5925,24.9675,25.175,273829552
01/05/2016,26.4375,26.4625,25.6025,25.6775,223163968
01/04/2016,25.6525,26.342,25.5,26.3375,270597548
12/31/2015,26.7525,26.7575,26.205,26.315,163649264
12/30/2015,27.145,27.175,26.795,26.83,100855108
12/29/2015,26.74,27.3575,26.715,27.185,123724972
12/28/2015,26.8975,26.9225,26.545175,26.705,106816840
12/24/2015,27.25,27.25,26.9875,27.0075,54386720
12/23/2015,26.8175,27.2125,26.8,27.1525,130629416
12/22/2015,26.85,26.93,26.61275,26.8075,131157468
12/21/2015,26.82,26.8425,26.3925,26.8325,190362440
12/18/2015,27.2275,27.38,26.4525,26.5075,385813308
12/17/2015,28.005,28.0625,27.245,27.245,179091308
12/16/2015,27.7675,27.9975,27.2,27.835,224953868
12/15/2015,27.985,28.2,27.5875,27.6225,213292420
12/14/2015,28.045,28.17,27.4475,28.12,260014436
12/11/2015,28.7975,28.8475,28.21275,28.295,187544644
12/10/2015,29.01,29.235,28.8775,29.0425,116850908
12/09/2015,29.41,29.4225,28.77,28.905,185445428
12/08/2015,29.38,29.65,29.215,29.5575,137237800
12/07/2015,29.745,29.965,29.4525,29.57,128336996
12/04/2015,28.8225,29.8125,28.7775,29.7575,231107908
12/03/2015,29.1375,29.1975,28.555,28.8,166278036
12/02/2015,29.2625,29.5275,29.02,29.07,133546252
12/01/2015,29.6875,29.7025,29.215,29.335,139409496
11/30/2015,29.4975,29.8525,29.4375,29.575,156721288
11/27/2015,29.5725,29.6025,29.4,29.4525,52185780
11/25/2015,29.8025,29.8075,29.48,29.5075,85553232
11/24/2015,29.3325,29.8375,29.28,29.72,171212688
11/23/2015,29.8175,29.9325,29.335,29.4375,129930112
11/20/2015,29.8,29.98,29.7125,29.825,137148384
11/19/2015,29.41,29.9375,29.19,29.695,173183280
11/18/2015,28.94,29.3725,28.875,29.3225,186698788
11/17/2015,28.73,28.7625,28.33,28.4225,110467756
11/16/2015,27.845,28.56,27.75,28.54375,152426804
11/13/2015,28.8,28.8925,28.0675,28.085,183249612
11/12/2015,29.065,29.205,28.9125,28.93,130102316
11/11/2015,29.0925,29.355,28.8025,29.0275,180871884
11/10/2015,29.225,29.5175,29.01525,29.1925,236511724
11/09/2015,30.24,30.4525,30.0125,30.1425,135485620
11/06/2015,30.2775,30.4525,30.155,30.265,132169132
11/05/2015,30.4625,30.6725,30.045,30.23,158210720
11/04/2015,30.7825,30.955,30.405,30.5,179544200
11/03/2015,30.1975,30.8725,30.175,30.6425,182075904
11/02/2015,29.9675,30.34,29.9025,30.295,128813068
10/30/2015,30.2475,30.305,29.8625,29.875,197461016
10/29/2015,29.675,30.1725,29.5675,30.1325,204909336
10/28/2015,29.2325,29.825,29.015,29.8175,342205408
10/27/2015,28.85,29.135,28.4975,28.6375,268251944
10/26/2015,29.52,29.5325,28.73,28.82,265335124
10/23/2015,29.175,29.807,29.0825,29.77,237467656
10/22/2015,28.5825,28.875,28.525,28.875,166616356
10/21/2015,28.5,28.895,28.425,28.44,169307896
10/20/2015,27.835,28.5425,27.705,28.4425,195871052
10/19/2015,27.7,27.9375,27.5275,27.9325,119036612
10/16/2015,27.945,28,27.6325,27.76,156930436
10/15/2015,27.7325,28.025,27.6225,27.965,150693808
10/14/2015,27.8225,27.88,27.39,27.5525,177849796
10/13/2015,27.705,28.1125,27.67,27.9475,132197024
10/12/2015,28.1825,28.1875,27.86,27.9,121542132
10/09/2015,27.5,28.07,27.3725,28.03,211064560
10/08/2015,27.5475,27.5475,27.0525,27.375,247918308
10/07/2015,27.935,27.9425,27.3525,27.695,187062200
10/06/2015,27.6575,27.935,27.44125,27.8275,195427908
10/05/2015,27.47,27.84245,27.2675,27.695,208258972
10/02/2015,27.0025,27.7534,26.8875,27.595,232079032
10/01/2015,27.2675,27.405,26.8275,27.395,255716400
09/30/2015,27.5425,27.885,27.1825,27.575,265892132
09/29/2015,28.2075,28.3775,26.965,27.265,293461536
09/28/2015,28.4625,28.6425,28.11,28.11,208436044
09/25/2015,29.11,29.1725,28.505,28.6775,224607704
09/24/2015,28.3125,28.875,28.0925,28.75,200877900
09/23/2015,28.4075,28.68,28.325,28.58,143026864
09/22/2015,28.345,28.545,28.130025,28.35,201384636
09/21/2015,28.4175,28.8425,28.415,28.8025,200887860
09/18/2015,28.0525,28.575,27.9675,28.3625,297141164
09/17/2015,28.915,29.1225,28.42875,28.48,256450564
09/16/2015,29.0625,29.135,28.86,29.1025,148693956
09/15/2015,28.9825,29.1325,28.605,29.07,173364620
09/14/2015,29.145,29.2225,28.715,28.8275,233453724
09/11/2015,27.9475,28.5525,27.94,28.5525,199661892
09/10/2015,27.5675,28.320625,27.475,28.1425,251571324
09/09/2015,28.44,28.505,27.4425,27.5375,340043216
09/08/2015,27.9125,28.14,27.58,28.0775,219374504
09/04/2015,27.2425,27.6125,27.1275,27.3175,199985244
09/03/2015,28.1225,28.195,27.51,27.5925,212935760
09/02/2015,27.5575,28.085,27.28275,28.085,247555248
09/01/2015,27.5375,27.97,26.84,26.93,307383440
08/31/2015,28.0075,28.6325,28,28.19,224917084
08/28/2015,28.0425,28.3275,27.885,28.3225,212657628
08/27/2015,28.0575,28.31,27.505,28.23,338464224
08/26/2015,26.77125,27.4725,26.2625,27.4225,387098444
08/25/2015,27.7775,27.7775,25.875,25.935,414406396
08/24/2015,23.7175,27.2,23,25.78,648825168
08/21/2015,27.6075,27.975,26.41125,26.44,513101884
08/20/2015,28.52,28.5875,27.9075,28.1625,274006488
08/19/2015,29.025,29.13,28.67,28.7525,193146040
08/18/2015,29.1075,29.36,29.0025,29.125,138242832
08/17/2015,29.01,29.4125,28.875,29.29,163538980
08/14/2015,28.58,29.0775,28.5025,28.99,171718064
08/13/2015,29.01,29.1,28.635,28.7875,194143156
08/12/2015,28.1325,28.855,27.4075,28.81,406742440
08/11/2015,29.4525,29.545,28.3325,28.3725,388331256
08/10/2015,29.1325,29.9975,29.1325,29.93,219806388
08/07/2015,28.645,29.0625,28.625,28.88,154681620
08/06/2015,28.9925,29.125,28.52875,28.7825,211612160
08/05/2015,28.2375,29.36,28.025,28.85,397250452
08/04/2015,29.355,29.425,28.3125,28.66,496554492
08/03/2015,30.375,30.6425,29.38,29.61,279903872
07/31/2015,30.65,30.660625,30.2275,30.325,171539812
07/30/2015,30.58,30.642475,30.4275,30.5925,134513072
07/29/2015,30.7875,30.875,30.5675,30.7475,148046612
07/28/2015,30.845,30.9775,30.6375,30.845,134472388
07/27/2015,30.7725,30.9025,30.53,30.6925,177822160
07/24/2015,31.33,31.435,30.975,31.125,168649328
07/23/2015,31.55,31.7725,31.265,31.29,203997808
07/22/2015,30.4975,31.375,30.4975,31.305,461802428
07/21/2015,33.2125,33.23,32.58,32.6875,307025708
07/20/2015,32.7425,33.2425,32.675,33.0175,235600812
07/17/2015,32.27,32.405,32.0775,32.405,184658840
07/16/2015,31.935,32.1425,31.8375,32.1275,144889788
07/15/2015,31.43,31.7875,31.395,31.705,134596800
07/14/2015,31.51,31.5925,31.26,31.4025,127072556
07/13/2015,31.2575,31.43875,31.08,31.415,165762152
07/10/2015,30.485,30.9625,30.3025,30.82,245417896
07/09/2015,30.9625,31.015,29.805,30.0175,314380152
07/08/2015,31.12,31.16,30.635,30.6425,243046456
07/07/2015,31.4725,31.5375,30.9425,31.4225,187787244
07/06/2015,31.235,31.5575,31.2125,31.5,112241724
07/02/2015,31.6075,31.6725,31.4425,31.61,108843808
07/01/2015,31.725,31.735,31.4975,31.65,120955244
06/30/2015,31.3925,31.53,31.215,31.35625,177482728
06/29/2015,31.365,31.6175,31.12,31.1325,196645708
06/26/2015,31.9175,31.9975,31.6275,31.6875,176267364
06/25/2015,32.215,32.3,31.875,31.875,127752400
06/24/2015,31.8025,32.45,31.78,32.0275,221123420
06/23/2015,31.87,31.9025,31.7198,31.7575,121075452
06/22/2015,31.8725,32.015,31.77,31.9025,136157380
06/19/2015,31.9275,31.955,31.6,31.65,218867548
06/18/2015,31.8075,32.0775,31.805,31.97,141628880
06/17/2015,31.93,31.97,31.685,31.825,131672284
06/16/2015,31.7575,31.9625,31.5925,31.9,125976524
06/15/2015,31.525,31.81,31.4275,31.73,175955784
06/12/2015,32.04625,32.0825,31.7775,31.7925,147544984
06/11/2015,32.295,32.545,32.11875,32.1475,141563548
06/10/2015,31.98,32.335,31.9625,32.22,156349000
06/09/2015,31.675,32.02,31.405,31.855,224301680
06/08/2015,32.225,32.3025,31.7075,31.95,210699144
06/05/2015,32.375,32.4225,32.09,32.1625,142507200
06/04/2015,32.395,32.645,32.2275,32.34,153800472
06/03/2015,32.665,32.735,32.475,32.53,123934168
06/02/2015,32.465,32.66375,32.33,32.49,134670508
06/01/2015,32.8,32.8475,32.5125,32.63375,128451188
05/29/2015,32.8075,32.8625,32.475,32.57,203537808
05/28/2015,32.965,32.9875,32.775,32.945,122933236
05/27/2015,32.585,33.065,32.5125,33.01125,183332984
05/26/2015,33.15,33.2275,32.28,32.405,282790240
05/22/2015,32.9,33.2425,32.85,33.135,182383888
05/21/2015,32.5175,32.9075,32.4575,32.8475,158921456
05/20/2015,32.5,32.745,32.335,32.515,145819728
05/19/2015,32.6725,32.72,32.41,32.5175,178532960
05/18/2015,32.095,32.68,32.09,32.5475,203531672
05/15/2015,32.2675,32.3725,32.0525,32.1925,152832136
05/14/2015,31.8525,32.2375,31.79,32.2375,180813824
05/13/2015,31.5375,31.7975,31.4675,31.5025,138776940
05/12/2015,31.4,31.72,31.205,31.46625,192640128
05/11/2015,31.8475,31.89,31.40625,31.58,168143028
05/08/2015,31.67,31.905,31.5275,31.905,222201528
05/07/2015,31.1925,31.52,31.005,31.315,175763580
05/06/2015,31.64,31.6875,30.84,31.2525,288564040
05/05/2015,32.0375,32.11245,31.445,31.45,197085664
05/04/2015,32.375,32.6425,32.065,32.175,203953112
05/01/2015,31.525,32.5325,31.325,32.2375,234050552
04/30/2015,31.875,31.97,31.145,31.2875,332781692
04/29/2015,32.54,32.8975,32.075,32.16,253544332
04/28/2015,33.61375,33.635,32.3925,32.64,475695880
04/27/2015,33.0775,33.2825,32.7875,33.1625,387816828
04/24/2015,32.6225,32.6575,32.3075,32.57,178103620
04/23/2015,32.075,32.605,32.035,32.4175,183083608
04/22/2015,31.7475,32.2175,31.58,32.155,150618020
04/21/2015,32.025,32.05,31.6675,31.7275,129740228
04/20/2015,31.3925,32.03,31.2925,31.9,188217240
04/17/2015,31.3875,31.535,31.115,31.1875,207828184
04/16/2015,31.57,31.775,31.5275,31.5425,113475948
04/15/2015,31.6025,31.7825,31.5025,31.695,115881676
04/14/2015,31.75,31.8225,31.4775,31.575,102098372
04/13/2015,32.0925,32.1425,31.6525,31.7125,145460492
04/10/2015,31.4875,31.8025,31.315,31.775,160751812
04/09/2015,31.4625,31.645,31.165,31.64,129935896
04/08/2015,31.4625,31.6,31.2425,31.4,149316972
04/07/2015,31.91,32.03045,31.495,31.5025,140049072
04/06/2015,31.1175,31.8775,31.0825,31.8375,147660996
04/02/2015,31.2575,31.39,31.0475,31.33,128880524
04/01/2015,31.205,31.28,30.775,31.0625,162485748
03/31/2015,31.5225,31.6225,31.08875,31.1075,168362212
03/30/2015,31.0125,31.6,31,31.5925,188398680
03/27/2015,31.1425,31.175,30.7275,30.8125,158184604
03/26/2015,30.69,31.22,30.65,31.06,190291476
03/25/2015,31.635,31.705,30.845,30.845,206620708
03/24/2015,31.8075,32.01,31.64,31.6725,131369216
03/23/2015,31.78,31.9625,31.63,31.8025,150838696
03/20/2015,32.0625,32.1,31.29,31.475,274780544
03/19/2015,32.1875,32.311275,31.85,31.87375,183237960
03/18/2015,31.75,32.29,31.5925,32.1175,261083780
03/17/2015,31.475,31.83,31.4125,31.76,204092416
03/16/2015,30.97,31.2375,30.7175,31.2375,143497200
03/13/2015,31.1,31.348775,30.645,30.8975,207309132
03/12/2015,30.5775,31.225,30.4075,31.1125,193450876
03/11/2015,31.1875,31.1925,30.5275,30.56,275755896
03/10/2015,31.6025,31.805,30.95,31.1275,275426328
03/09/2015,31.99,32.3925,31.265,31.785,354113948
03/06/2015,32.1,32.3425,31.565,31.65,291368240
03/05/2015,32.145,32.1875,31.44,31.6025,226068584
03/04/2015,32.275,32.39,32.08,32.135,126665360
03/03/2015,32.24,32.38,32.0225,32.34,151265132
03/02/2015,32.3125,32.57,32.075,32.2725,192386652
02/27/2015,32.5,32.6425,32.06,32.115,248059388
02/26/2015,32.19625,32.7175,31.6525,32.60375,365150116
02/25/2015,32.89,32.9,32.0375,32.1975,298846984
02/24/2015,33.235,33.4,32.7925,33.0425,276912520
02/23/2015,32.505,33.25,32.415,33.25,283896440
02/20/2015,32.155,32.375,32.0125,32.37375,195793676
02/19/2015,32.12,32.2575,32.0825,32.1125,149449524
02/18/2015,31.90625,32.195,31.8625,32.17875,179566948
02/17/2015,31.8725,32.22,31.73,31.9575,252609620
02/13/2015,31.82,31.82,31.4125,31.77,217088876
02/12/2015,31.515,31.87,31.3925,31.615,297897864
02/11/2015,30.6925,31.23,30.625,31.22,294247188
02/10/2015,30.0425,30.5375,30.04,30.505,248034024
02/09/2015,29.6375,29.96,29.6075,29.93,155559188
02/06/2015,30.005,30.0625,29.6125,29.7325,174826268
02/05/2015,30.005,30.0575,29.8125,29.985,168984980
02/04/2015,29.625,30.1275,29.57725,29.89,280598972
02/03/2015,29.625,29.7725,29.4025,29.6625,207662996
02/02/2015,29.5125,29.7925,29.02,29.6575,250956400
01/30/2015,29.6,30,29.2125,29.29,334981844
01/29/2015,29.08,29.7975,28.89,29.725,337745728
01/28/2015,29.40625,29.53,28.8275,28.8275,585908252
01/27/2015,28.105,28.12,27.2575,27.285,382274996
01/26/2015,28.435,28.59065,28.2,28.275,222459916
01/23/2015,28.075,28.4375,27.8825,28.245,185859312
01/22/2015,27.565,28.1175,27.43,28.1,215185636
01/21/2015,27.2375,27.765,27.0675,27.3875,194303588
01/20/2015,26.96,27.241675,26.625,27.18,199599628
01/16/2015,26.7575,26.895,26.3,26.4975,314053380
01/15/2015,27.5,27.515,26.665,26.705,240055984
01/14/2015,27.26,27.6225,27.125,27.45,195826352
01/13/2015,27.8575,28.2,27.2275,27.555,268367712
01/12/2015,28.15,28.1575,27.2,27.3125,198603160
01/09/2015,28.1675,28.3125,27.5525,28.0025,214798108
01/08/2015,27.3075,28.0375,27.175,27.9725,237458188
01/07/2015,26.8,27.05,26.67375,26.9375,160423736
01/06/2015,26.635,26.8575,26.1575,26.565,263188464
01/05/2015,27.0725,27.1625,26.3525,26.5625,257141964
01/02/2015,27.8475,27.86,26.8375,27.3325,212818504
12/31/2014,28.205,28.2825,27.5525,27.595,165613404
12/30/2014,28.41,28.48,28.0275,28.13,119525908
12/29/2014,28.4475,28.6925,28.425,28.4775,110395680
12/26/2014,28.025,28.63,28.0025,28.4975,134883804
12/24/2014,28.145,28.1775,28.0025,28.0025,57918444
12/23/2014,28.3075,28.3325,28.115,28.135,104113676
12/22/2014,28.04,28.3725,27.9925,28.235,180670196
12/19/2014,28.065,28.31,27.915,27.945,353719080
12/18/2014,27.9675,28.1625,27.665,28.1625,209715780
12/17/2014,26.78,27.46,26.705,27.3525,213647092
12/16/2014,26.5925,27.54,26.565,26.68625,243162932
12/15/2014,27.675,27.9,26.5875,27.05625,268872328
12/12/2014,27.615,27.9675,27.395,27.4325,224112552
12/11/2014,28.065,28.45,27.835,27.905,165886312
12/10/2014,28.6025,28.7125,27.885,27.9875,178261272
12/09/2014,27.5475,28.575,27.3375,28.53,240832144
12/08/2014,28.525,28.662,27.905,28.1,230659400
12/05/2014,28.9975,29.02,28.66,28.75,153275580
12/04/2014,28.9425,29.3,28.8225,28.8725,168623104
12/03/2014,28.9375,29.0875,28.7775,28.9825,172253760
12/02/2014,28.375,28.9375,28.1875,28.6575,237395760
12/01/2014,29.7025,29.8125,27.8175,28.7675,335256148
11/28/2014,29.8175,29.85,29.5125,29.7325,99257608
11/26/2014,29.485,29.775,29.4575,29.75,163327544
11/25/2014,29.7675,29.9375,29.3625,29.4,275361760
11/24/2014,29.2125,29.6925,29.155,29.65625,189803296
11/21/2014,29.3775,29.3925,29.0075,29.1175,228717192
11/20/2014,28.7275,29.215,28.7125,29.0775,173582148
11/19/2014,28.86,28.935,28.45,28.6675,167476640
11/18/2014,28.485,28.9225,28.4725,28.8675,176895912
11/17/2014,28.5675,29.32,28.325,28.4975,186986848
11/14/2014,28.2875,28.5475,28.2625,28.545,176254380
11/13/2014,27.95,28.3625,27.9,28.205,238091420
11/12/2014,27.345,27.8575,27.3425,27.8125,187769724
11/11/2014,27.175,27.4375,27.1,27.425,109769008
11/10/2014,27.255,27.3325,27.1675,27.2075,108782188
11/07/2014,27.1875,27.33,27.1375,27.2525,134766140
11/06/2014,27.15,27.1975,26.95,27.175,139873828
11/05/2014,27.275,27.325,27.03125,27.215,149743620
11/04/2014,27.34,27.3725,26.93,27.15,166297460
11/03/2014,27.055,27.575,27.0025,27.35,209130200
10/31/2014,27.0025,27.01,26.8025,27,178557140
10/30/2014,26.73975,26.8375,26.475,26.745,162619172
10/29/2014,26.6625,26.8425,26.59,26.835,210751516
10/28/2014,26.35,26.685,26.3375,26.685,192243796
10/27/2014,26.2125,26.37,26.175,26.2775,136750804
10/24/2014,26.295,26.3725,26.1325,26.305,188215664
10/23/2014,26.02,26.26275,25.9075,26.2075,284298696
10/22/2014,25.71,26.0275,25.65,25.7475,273052584
10/21/2014,25.755,25.755,25.3175,25.6175,378495616
10/20/2014,24.57875,24.99,24.555,24.94,310069116
10/17/2014,24.375,24.75,24.2025,24.4175,272718752
10/16/2014,23.8875,24.43,23.8525,24.065,288618092
10/15/2014,24.4925,24.7875,23.795,24.385,403734400
10/14/2014,25.0975,25.13,24.6425,24.6875,254754248
10/13/2014,25.3325,25.445,24.9525,24.9525,214333472
10/10/2014,25.1725,25.5075,25.075,25.1825,265326368
10/09/2014,25.385,25.595,25.1525,25.255,309506100
10/08/2014,24.69,25.2775,24.5775,25.2,229618696
10/07/2014,24.8575,25.03,24.6825,24.6875,168376732
10/06/2014,24.9875,25.1625,24.855,24.905,148204728
10/03/2014,24.86,25.0525,24.76,24.905,173878340
10/02/2014,24.8175,25.055,24.51,24.975,191031312
10/01/2014,25.1475,25.1725,24.675,24.795,205965144
09/30/2014,25.2025,25.385,25.1325,25.1875,221056556
09/29/2014,24.6625,25.10875,24.6575,25.0275,199065248
